"Other Crops: Volume of Production, by Region, Province, Quarter, and Semester, 2010-2025"

"Crop","Geolocation","2021 Quarter1","2021 Quarter2","2021 Quarter3","2021 Quarter4","2022 Quarter1","2022 Quarter2","2022 Quarter3","2022 Quarter4","2023 Quarter1","2023 Quarter2","2023 Quarter3","2023 Quarter4","2024 Quarter1","2024 Quarter2","2024 Quarter3","2024 Quarter4","2025 Quarter1","2025 Quarter2","2025 Quarter3","2025 Quarter4"
"Eggplant","....Misamis Oriental",220.00,164.00,768.00,689.00,240.00,203.47,812.47,1041.77,202.67,205.77,843.00,1045.00,220.89,214.03,820.83,995.19,210.00,217.33,..,..
"Eggplant","..REGION XI (DAVAO REGION)",1059.48,1645.04,2298.50,2019.37,1071.44,1681.81,2320.07,1970.24,1002.70,1673.64,2101.51,1847.31,1004.91,1676.31,2193.32,1883.35,1015.82,1705.68,..,..
"Eggplant","....Davao de Oro",52.18,459.32,805.76,639.57,50.65,469.14,796.68,615.58,52.57,476.71,720.00,598.12,54.71,485.91,758.58,578.40,56.88,505.18,..,..
"Eggplant","....Davao del Norte",49.23,325.18,158.74,168.06,48.80,309.67,157.85,154.87,47.25,308.90,145.43,155.79,46.26,316.00,145.36,176.30,50.28,324.50,..,..
"Eggplant","....Davao del Sur",101.24,84.65,147.29,159.52,96.52,80.38,136.65,163.27,850.01,815.75,1120.82,998.26,841.21,805.28,1113.82,1034.38,843.61,143.80,..,..
"Eggplant","....Davao Occidental",30.83,25.40,61.88,43.12,30.90,23.20,64.28,44.79,28.56,24.16,0.00,43.89,30.10,23.74,65.18,44.08,33.00,24.13,..,..
"Eggplant","....Davao Oriental",21.92,45.81,107.59,51.81,22.40,43.85,114.61,46.72,24.31,48.12,115.26,51.25,32.63,45.38,110.38,50.19,32.05,46.59,..,..
"Eggplant","......City of Davao",804.08,704.68,1017.24,957.29,822.17,755.56,1050.00,945.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,661.48,..,..
"Eggplant","..REGION XII (SOCCSKSARGEN)",1521.85,761.94,2784.36,1591.93,1635.89,532.12,2942.22,1894.97,1670.86,492.85,1368.64,2425.31,1486.30,398.85,1026.64,2099.97,1522.15,365.80,..,..
"Eggplant","....Cotabato",1021.75,615.24,2136.09,966.80,1141.50,379.02,2251.22,1300.47,1148.87,295.90,750.49,1775.85,963.41,179.01,565.51,1421.30,1087.45,171.35,..,..
"Eggplant","....Sarangani",82.18,34.50,230.00,175.00,83.00,35.00,233.00,180.00,84.00,42.42,135.00,152.00,87.00,65.00,145.00,195.00,85.00,70.00,..,..
"Eggplant","....Sultan Kudarat",148.51,40.00,77.52,235.13,138.39,42.95,74.41,211.45,132.23,49.33,81.20,274.64,117.19,54.12,77.71,240.41,129.27,48.80,..,..
"Eggplant","....South Cotabato",269.41,72.20,340.75,215.00,273.00,75.15,383.59,203.05,305.76,105.20,401.95,222.82,318.70,100.73,238.42,243.26,220.43,75.65,..,..
"Eggplant","..REGION XIII (CARAGA)",449.97,2825.02,2258.69,2045.66,356.60,2764.33,2398.17,2143.96,385.90,1905.24,1808.42,1811.49,420.87,1287.05,1815.45,1764.50,396.97,1287.71,..,..
"Eggplant","....Agusan del Norte",92.94,98.34,155.10,192.00,52.10,108.00,167.59,218.20,85.00,127.15,175.02,202.73,87.65,117.58,175.95,203.78,90.00,125.00,..,..
"Eggplant","....Agusan del Sur",324.83,2538.28,1633.77,1345.98,289.92,2326.08,1560.59,1297.45,285.65,1179.97,1505.85,1115.28,260.00,974.00,1565.00,1165.00,240.00,981.00,..,..
"Eggplant","....Dinagat Islands",18.79,3.73,5.93,15.58,2.67,2.88,3.34,14.07,4.35,6.76,4.91,30.37,15.01,3.47,3.56,6.10,3.63,5.60,..,..
"Eggplant","....Surigao del Norte",3.15,14.95,17.45,28.15,1.81,15.69,19.37,40.77,1.71,14.03,30.31,34.53,8.98,24.00,30.91,25.00,15.44,11.86,..,..
"Eggplant","....Surigao del Sur",10.26,169.72,446.44,463.95,10.10,311.68,647.28,573.47,9.19,577.33,92.33,428.58,49.24,168.00,40.03,364.62,47.90,164.25,..,..
"Eggplant","..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/",137.30,82.15,229.33,382.78,138.66,84.83,231.96,392.06,139.52,89.12,236.63,456.95,159.05,90.29,307.70,424.37,657.46,141.64,..,..
"Eggplant","....Basilan",6.78,37.23,25.66,18.36,7.19,39.26,26.77,19.26,8.15,39.83,33.78,19.45,23.61,40.00,30.62,77.49,21.54,61.18,..,..
"Eggplant","....Lanao del Sur",49.52,11.72,85.60,49.02,49.58,11.71,85.58,49.60,49.64,11.76,85.60,104.50,54.20,12.30,82.50,120.83,74.40,18.80,..,..
"Eggplant","....Maguindanao",77.30,27.30,98.20,248.00,77.90,27.45,98.45,252.00,78.00,30.18,99.25,260.00,76.94,30.00,159.37,143.25,556.52,42.98,..,..
"Eggplant","....Maguindanao del Norte",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,105.60,10.33,..,..
"Eggplant","....Maguindanao del Sur",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,450.92,32.65,..,..
"Eggplant","....Sulu",1.90,1.45,4.45,17.00,1.85,1.51,4.50,16.80,1.90,1.55,0.00,17.00,2.00,1.54,10.21,16.80,2.10,1.64,..,..
"Eggplant","....Tawi-tawi",1.80,4.45,15.42,50.40,2.14,4.90,16.66,54.40,1.83,5.80,18.00,56.00,2.30,6.45,25.00,61.00,2.90,15.05,..,..
"Gabi [Taro]","..CORDILLERA ADMINISTRATIVE REGION (CAR)",1426.87,147.24,1065.78,2464.35,1563.27,170.39,1201.24,2641.83,1399.53,176.31,792.33,3577.90,1184.79,164.74,774.14,2944.89,1239.15,177.24,..,..
"Gabi [Taro]","....Abra",26.54,22.30,31.43,24.54,26.82,23.72,32.80,25.62,26.54,22.98,5.47,24.34,8.04,13.68,8.30,13.93,14.16,15.77,..,..
"Gabi [Taro]","....Apayao",26.06,31.41,25.38,25.00,33.24,38.00,21.52,25.54,26.59,37.00,23.00,25.00,26.00,39.00,22.50,18.75,18.06,37.05,..,..
"Gabi [Taro]","....Benguet",1187.76,47.33,990.17,2277.69,1309.22,52.35,1125.00,2444.83,1147.30,56.18,745.00,3405.00,1135.75,59.00,725.00,2860.00,1185.00,63.00,..,..
"Gabi [Taro]","....Ifugao",175.04,20.50,6.25,83.71,180.07,26.62,6.88,84.45,185.10,29.50,6.37,68.56,0.00,25.00,5.00,19.17,6.43,30.40,..,..
"Gabi [Taro]","....Kalinga",11.47,21.26,12.55,53.41,13.92,23.39,15.04,61.39,14.00,25.00,12.50,55.00,15.00,23.00,13.34,33.04,15.50,25.00,..,..
"Gabi [Taro]","....Mountain Province",0.00,4.44,0.00,0.00,0.00,6.31,0.00,0.00,0.00,5.65,0.00,0.00,0.00,5.06,0.00,0.00,0.00,6.02,..,..
"Gabi [Taro]","..REGION I (ILOCOS REGION)",1246.97,650.81,123.65,992.14,1275.20,613.88,125.18,1030.68,1212.98,632.99,112.04,1008.92,1181.46,659.94,109.49,1038.92,1143.59,652.85,..,..
"Gabi [Taro]","....Ilocos Norte",742.83,4.80,22.49,296.24,769.89,4.92,22.14,294.97,757.63,4.87,20.54,284.50,756.78,3.51,21.05,290.05,741.43,3.43,..,..
"Gabi [Taro]","....Ilocos Sur",38.43,0.00,9.32,56.27,32.36,0.00,7.86,59.36,31.14,0.00,2.96,60.97,30.16,13.42,2.50,61.60,30.32,15.09,..,..
"Gabi [Taro]","....La Union",142.08,32.56,76.04,343.53,148.74,35.62,78.23,371.67,154.04,37.14,76.54,370.45,144.52,36.01,73.45,382.27,131.84,32.53,..,..
"Gabi [Taro]","....Pangasinan",323.63,613.45,15.80,296.10,324.21,573.34,16.95,304.69,270.17,590.98,12.00,293.00,250.00,607.00,12.48,305.00,240.00,601.79,..,..
"Gabi [Taro]","..REGION II (CAGAYAN VALLEY)",6042.95,5469.22,1831.36,2928.55,6306.14,5661.73,1886.61,2868.15,7541.75,5472.39,1285.69,3273.25,6986.03,5161.93,1303.28,2845.02,7169.49,5365.31,..,..
"Gabi [Taro]","....Batanes",28.07,4.25,0.30,1.14,59.51,6.98,0.45,2.98,64.39,12.04,0.60,3.80,66.40,10.20,1.15,0.50,42.50,11.58,..,..
"Gabi [Taro]","....Cagayan",1411.48,2360.84,112.73,1621.80,1522.06,2524.12,125.02,1573.02,2371.72,2321.85,118.70,1580.00,2070.00,2022.45,108.00,1489.06,2145.35,2046.15,..,..
"Gabi [Taro]","....Isabela",3069.08,2940.44,550.22,900.93,3073.07,2945.15,553.91,905.34,3074.00,2947.12,555.00,729.80,3011.00,2940.85,520.65,722.15,3042.50,3115.20,..,..
"Gabi [Taro]","....Nueva Vizcaya",1410.39,52.07,701.31,176.00,1524.56,60.56,704.53,152.28,1905.70,63.60,126.64,741.45,1715.13,62.08,179.76,409.87,1810.42,62.84,..,..
"Gabi [Taro]","....Quirino",123.93,111.62,466.80,228.68,126.94,124.92,502.70,234.53,125.94,127.78,484.75,218.20,123.50,126.35,493.73,223.44,128.72,129.54,..,..
"Gabi [Taro]","..REGION III (CENTRAL LUZON)",1097.77,2653.57,773.64,4750.26,1211.21,2911.82,797.73,4653.92,1139.06,2933.23,858.18,4686.29,1393.85,2757.04,858.84,5180.07,1287.39,2647.37,..,..
"Gabi [Taro]","....Aurora",234.67,186.13,247.35,182.56,294.87,163.23,258.12,199.23,295.00,111.44,252.05,219.13,321.35,77.92,258.04,238.61,417.85,45.95,..,..
"Gabi [Taro]","....Bataan",47.55,211.47,193.80,21.44,52.18,262.72,196.91,32.19,70.72,294.25,177.22,22.59,61.45,256.15,186.29,28.75,76.81,271.04,..,..
"Gabi [Taro]","....Bulacan",0.00,11.66,16.70,513.30,0.00,12.70,17.44,442.85,0.00,14.58,17.60,484.89,8.62,10.30,15.75,476.89,0.00,0.00,..,..
"Gabi [Taro]","....Nueva Ecija",486.45,308.61,0.00,1815.00,543.63,334.89,0.00,1778.94,460.37,236.27,0.00,1725.34,419.14,215.11,0.00,1590.14,378.50,209.22,..,..
"Gabi [Taro]","....Pampanga",21.65,1622.29,0.00,1015.00,21.00,1807.31,0.00,979.70,21.42,1943.11,156.63,1061.93,21.31,1902.44,128.63,1932.97,21.36,1862.68,..,..
"Gabi [Taro]","....Tarlac",75.61,191.44,199.18,438.84,79.30,199.90,208.10,441.77,80.87,213.10,198.62,412.49,76.35,191.74,200.95,423.25,80.09,209.17,..,..
"Gabi [Taro]","....Zambales",231.84,121.97,116.61,764.12,220.23,131.07,117.16,779.24,210.67,120.48,56.06,759.92,485.62,103.39,69.18,489.46,312.78,49.31,..,..
"Gabi [Taro]","..REGION IV-A (CALABARZON)",99.90,3467.54,889.14,630.92,101.34,3441.93,935.66,633.39,103.25,3288.13,612.51,384.12,155.83,2998.63,593.43,318.25,144.64,3049.83,..,..
"Gabi [Taro]","....Batangas",21.00,283.25,0.00,3.22,18.89,212.97,0.00,2.80,16.80,187.16,9.14,3.00,10.43,100.00,5.17,2.65,8.55,53.70,..,..
"Gabi [Taro]","....Cavite",20.49,170.00,43.02,433.66,21.08,158.41,45.28,447.73,24.60,198.20,39.80,178.78,27.47,244.34,48.95,127.68,11.54,242.96,..,..
"Gabi [Taro]","....Laguna",13.85,445.41,625.34,2.90,15.81,575.99,681.00,2.53,16.99,649.52,360.00,24.34,18.18,597.56,355.21,26.29,19.32,477.21,..,..
"Gabi [Taro]","....Quezon",44.56,2568.88,220.78,191.14,45.56,2494.56,209.38,180.33,44.86,2253.25,203.10,178.00,45.00,2035.40,183.50,158.72,42.86,2248.91,..,..
"Gabi [Taro]","....Rizal",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.00,54.75,21.33,0.60,2.91,62.37,27.05,..,..
"Gabi [Taro]","..MIMAROPA REGION",826.76,1207.30,1251.70,1149.75,861.87,1241.49,1519.41,1025.78,1078.54,1347.84,1444.56,956.37,818.35,858.59,1305.82,821.88,813.00,922.76,..,..
"Gabi [Taro]","....Marinduque",266.16,96.84,151.45,139.08,295.46,96.09,172.20,105.79,393.73,109.86,120.54,52.90,163.15,63.50,97.00,35.00,145.52,73.18,..,..
"Gabi [Taro]","....Occidental Mindoro",12.23,90.70,0.00,59.04,12.82,90.70,0.75,71.33,14.68,81.37,0.25,72.37,14.28,86.18,0.38,68.78,13.93,79.03,..,..
"Gabi [Taro]","....Oriental Mindoro",70.28,892.28,940.75,424.36,70.86,946.10,1224.09,366.19,102.84,1032.54,1248.57,494.93,106.82,592.90,1148.00,393.00,120.95,651.00,..,..
"Gabi [Taro]","....Palawan",239.28,83.98,100.72,134.71,241.50,63.71,62.95,61.97,309.12,76.68,32.00,20.80,301.75,74.31,29.95,20.05,295.35,75.49,..,..
"Gabi [Taro]","....Romblon",238.81,43.50,58.78,392.56,241.23,44.89,59.42,420.50,258.17,47.39,43.20,315.38,232.35,41.70,30.49,305.05,237.25,44.06,..,..
"Gabi [Taro]","..REGION V (BICOL REGION)",422.98,3263.39,3912.94,2060.75,434.91,3261.61,4114.83,1707.07,405.00,3341.05,864.93,1276.46,304.14,1909.18,708.08,135.47,298.97,1779.90,..,..
"Gabi [Taro]","....Albay",162.44,1476.48,2896.61,395.47,171.38,1367.48,3021.95,354.74,164.31,1397.00,0.00,48.41,82.71,1042.15,26.64,55.10,93.98,934.09,..,..
"Gabi [Taro]","....Camarines Norte",8.61,157.20,23.74,66.73,12.25,223.76,20.73,95.33,7.70,184.68,21.46,53.08,6.36,169.70,17.32,0.00,3.92,165.30,..,..
"Gabi [Taro]","....Camarines Sur",32.49,983.15,504.19,1025.02,29.62,1047.32,550.98,813.66,23.04,1100.00,490.15,785.00,44.57,188.12,317.20,56.82,152.09,240.81,..,..
"Gabi [Taro]","....Catanduanes",7.88,78.95,324.92,9.45,8.12,110.54,356.17,8.31,8.09,96.16,341.28,8.82,8.11,112.90,301.35,7.32,8.09,113.48,..,..
"Gabi [Taro]","....Masbate",1.41,8.01,5.44,12.78,1.56,8.87,5.38,12.02,1.46,10.15,5.25,0.44,2.07,9.17,5.00,0.57,2.00,16.51,..,..
"Gabi [Taro]","....Sorsogon",210.15,559.60,158.04,551.30,211.98,503.64,159.62,423.01,200.40,553.06,6.79,380.71,160.32,387.14,40.57,15.66,38.90,309.71,..,..
"Gabi [Taro]","..REGION VI (WESTERN VISAYAS)",1311.29,1367.93,970.04,1523.56,1443.17,1460.08,892.90,1580.85,1336.86,1501.68,932.12,1711.54,1069.45,922.32,809.28,1583.58,1057.76,940.81,..,..
"Gabi [Taro]","....Aklan",346.31,214.91,354.22,267.07,517.97,216.10,278.31,349.73,475.64,210.21,312.58,392.79,446.64,199.47,296.61,371.97,449.19,200.61,..,..
"Gabi [Taro]","....Antique",138.05,70.33,305.31,459.75,139.77,73.11,305.33,468.26,139.89,79.13,298.05,444.62,129.30,76.84,305.31,449.25,130.32,76.86,..,..
"Gabi [Taro]","....Capiz",112.51,81.29,107.14,85.06,107.11,77.39,99.10,77.80,103.04,72.44,89.99,72.01,98.15,69.43,85.17,68.23,98.80,71.84,..,..
"Gabi [Taro]","....Guimaras",36.00,32.40,57.96,88.05,38.34,35.60,68.98,98.15,39.00,38.79,58.48,103.06,37.24,34.45,68.10,108.13,36.45,36.85,..,..
"Gabi [Taro]","....Iloilo",486.42,468.00,60.41,535.63,449.98,542.88,46.05,496.91,379.83,575.00,57.37,619.06,358.12,542.13,54.09,586.00,343.00,554.65,..,..
"Gabi [Taro]","....Negros Occidental",192.00,501.00,85.00,88.00,190.00,515.00,95.13,90.00,199.46,526.11,115.64,80.00,..,..,..,..,..,..,..,..
"Gabi [Taro]","..NEGROS ISLAND REGION (NIR) 2/",..,..,..,..,..,..,..,..,..,..,..,..,629.12,710.83,168.51,295.73,366.83,718.16,..,..
"Gabi [Taro]","....Negros Occidental a/",..,..,..,..,..,..,..,..,..,..,..,..,177.30,514.00,112.00,88.00,162.00,515.00,..,..
"Gabi [Taro]","....Negros Oriental b/",..,..,..,..,..,..,..,..,..,..,..,..,404.17,186.50,48.96,200.00,154.73,192.64,..,..
"Gabi [Taro]","....Siquijor b/",..,..,..,..,..,..,..,..,..,..,..,..,47.65,10.33,7.55,7.73,50.10,10.52,..,..
"Gabi [Taro]","..REGION VII (CENTRAL VISAYAS)",2647.19,315.13,802.40,1423.99,2025.91,261.18,690.87,1566.92,2610.96,320.57,641.00,620.91,506.64,93.91,466.13,395.91,393.64,93.83,..,..
"Gabi [Taro]","....Bohol",1907.48,16.16,387.84,939.24,1395.68,14.49,291.20,1042.21,1901.17,21.69,241.50,129.49,307.73,23.91,220.00,105.00,217.43,18.83,..,..
"Gabi [Taro]","....Cebu",290.00,91.00,241.27,245.00,235.00,110.00,250.00,260.00,202.83,126.57,246.62,265.90,198.91,70.00,246.13,290.91,176.21,75.00,..,..
"Gabi [Taro]","....Negros Oriental",393.76,196.13,166.09,232.42,358.51,126.77,142.36,257.30,460.25,162.11,145.00,217.15,..,..,..,..,..,..,..,..
"Gabi [Taro]","....Siquijor",55.95,11.84,7.20,7.33,36.72,9.92,7.31,7.41,46.71,10.20,7.88,8.37,..,..,..,..,..,..,..,..
"Gabi [Taro]","..REGION VIII (EASTERN VISAYAS)",4770.53,6901.91,4823.57,6082.30,4773.63,6739.12,4948.20,6758.35,4808.27,6761.01,4876.55,7175.12,4758.43,6285.94,4947.74,3947.04,4559.90,6322.56,..,..
"Gabi [Taro]","....Biliran",26.00,400.00,25.00,180.00,27.11,429.98,24.61,189.68,38.46,305.81,27.07,191.58,133.75,252.00,28.70,158.32,121.59,241.68,..,..
"Gabi [Taro]","....Eastern Samar",2.00,110.58,108.10,4.59,2.63,150.03,135.65,5.45,2.88,160.82,130.22,246.42,4.20,182.50,369.00,280.00,5.26,219.00,..,..
"Gabi [Taro]","....Leyte",1733.96,2567.68,2247.70,33.99,1659.70,2378.65,2154.46,34.00,1647.34,2459.00,2154.00,34.30,1643.89,2200.00,1980.00,35.10,1620.00,2210.00,..,..
"Gabi [Taro]","....Northern Samar",975.00,2952.00,1263.00,3147.00,990.00,2940.00,1254.00,3540.88,1050.00,2952.00,1259.00,3510.00,1025.00,2830.00,1245.00,0.30,1023.00,2833.00,..,..
"Gabi [Taro]","....Samar",1428.72,623.07,1145.89,2498.72,1498.87,629.86,1347.33,2768.34,1380.61,658.08,1271.16,2960.82,1218.41,605.44,1288.70,3268.15,1192.05,588.79,..,..
"Gabi [Taro]","....Southern Leyte",604.85,248.58,33.88,218.00,595.32,210.60,32.15,220.00,688.98,225.30,35.10,232.00,733.18,216.00,36.34,205.17,598.00,230.09,..,..
"Gabi [Taro]","..REGION IX (ZAMBOANGA PENINSULA)",217.63,357.52,469.24,545.80,220.42,390.98,501.22,559.32,177.07,398.64,336.57,585.88,183.50,411.34,311.70,542.06,194.91,357.46,..,..
"Gabi [Taro]","....Zamboanga del Norte",129.91,84.00,255.03,157.24,131.56,101.34,282.77,145.43,82.21,88.74,294.10,139.20,117.88,91.36,98.92,135.96,129.77,104.28,..,..
"Gabi [Taro]","....Zamboanga del Sur",53.83,200.02,99.05,263.54,57.49,215.56,107.16,293.23,79.12,285.23,0.00,408.19,50.72,295.60,170.23,365.44,44.56,195.80,..,..
"Gabi [Taro]","....Zamboanga Sibugay",18.35,23.88,49.09,40.77,15.15,24.80,43.11,37.43,15.74,24.67,42.47,38.49,14.90,24.38,42.55,40.66,20.58,23.42,..,..
"Gabi [Taro]","......City of Zamboanga",15.54,49.62,66.07,84.25,16.22,49.28,68.18,83.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.97,..,..
"Gabi [Taro]","..REGION X (NORTHERN MINDANAO)",552.73,680.56,743.12,1483.64,552.12,739.66,751.48,1595.99,578.08,749.97,766.11,1522.50,644.59,668.58,760.69,950.33,580.59,724.96,..,..
"Gabi [Taro]","....Bukidnon",63.52,26.49,79.94,111.43,60.00,30.50,81.00,112.00,61.17,25.76,82.86,112.50,60.39,23.30,78.00,92.50,63.86,24.63,..,..
"Gabi [Taro]","....Camiguin",71.63,68.42,31.09,163.42,69.61,70.02,31.25,222.12,81.58,80.44,34.00,138.00,191.86,69.78,38.49,137.91,117.58,102.20,..,..
"Gabi [Taro]","....Lanao del Norte",235.00,240.00,532.00,350.00,238.00,245.00,535.00,352.00,240.00,242.00,536.25,355.00,239.00,239.00,536.75,360.00,240.00,241.00,..,..
"Gabi [Taro]","....Misamis Occidental",109.00,265.00,68.00,617.00,110.01,293.72,65.80,610.00,112.00,301.65,68.00,612.00,111.68,256.40,71.25,72.00,117.15,275.63,..,..
"Gabi [Taro]","....Misamis Oriental",73.58,80.65,32.09,241.79,74.50,100.42,38.43,299.87,83.33,100.12,45.00,305.00,41.67,80.10,36.19,287.92,42.00,81.50,..,..
"Gabi [Taro]","..REGION XI (DAVAO REGION)",504.36,1306.76,1171.75,812.33,530.38,1344.03,1163.26,841.88,513.40,1325.94,1120.78,808.44,529.73,1290.00,1087.72,792.73,541.55,1263.96,..,..
"Gabi [Taro]","....Davao de Oro",112.41,709.38,769.35,367.00,108.22,711.65,748.83,380.10,109.69,686.60,698.56,376.83,111.85,661.48,670.66,363.66,115.88,640.84,..,..
"Gabi [Taro]","....Davao del Norte",50.87,134.85,77.40,92.75,53.47,145.80,78.73,94.75,53.78,144.55,84.09,94.81,52.45,141.33,86.08,97.30,51.15,141.91,..,..
"Gabi [Taro]","....Davao del Sur",164.34,135.01,88.17,150.93,175.07,148.25,84.80,161.40,278.28,348.50,293.58,302.59,298.34,341.52,289.09,298.41,303.41,135.74,..,..
"Gabi [Taro]","....Davao Occidental",14.81,9.37,6.31,13.12,13.85,9.00,6.55,12.50,13.44,9.32,6.35,8.86,13.32,9.08,6.33,8.42,13.92,9.19,..,..
"Gabi [Taro]","....Davao Oriental",52.75,122.42,37.28,26.04,55.58,132.24,41.36,28.13,58.21,136.96,38.20,25.35,53.77,136.59,35.56,24.94,57.19,137.33,..,..
"Gabi [Taro]","......City of Davao",109.18,195.73,193.24,162.50,124.18,197.08,202.99,165.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,198.95,..,..
"Gabi [Taro]","..REGION XII (SOCCSKSARGEN)",719.41,277.98,860.85,1099.03,716.91,287.15,822.46,1043.32,691.33,248.64,389.63,972.23,338.18,212.33,424.05,966.45,371.41,241.53,..,..
"Gabi [Taro]","....Cotabato",587.51,187.71,789.51,946.93,575.59,183.37,751.29,916.14,545.22,130.61,344.38,833.72,209.27,104.64,363.98,836.52,232.40,126.97,..,..
"Gabi [Taro]","....Sarangani",13.50,10.50,25.00,33.00,13.75,10.65,25.66,34.00,14.00,10.70,21.00,25.00,13.60,7.00,22.00,26.00,5.75,7.20,..,..
"Gabi [Taro]","....Sultan Kudarat",106.20,74.08,16.09,101.74,114.17,87.00,16.09,75.48,110.12,99.48,0.00,86.87,90.43,86.85,16.99,70.90,104.91,91.11,..,..
"Gabi [Taro]","....South Cotabato",12.20,5.69,30.25,17.36,13.40,6.13,29.42,17.70,21.99,7.85,24.25,26.64,24.88,13.84,21.08,33.03,28.36,16.25,..,..
"Gabi [Taro]","..REGION XIII (CARAGA)",2436.46,1871.28,3266.12,4369.93,2508.66,2096.59,3698.58,4405.43,2578.53,2086.94,1969.74,4182.97,2370.95,1255.23,2069.37,3877.15,2387.79,1263.57,..,..
"Gabi [Taro]","....Agusan del Norte",305.00,320.50,281.25,299.21,310.52,322.00,282.00,302.00,305.81,313.87,279.42,299.74,307.16,313.84,277.42,301.00,300.00,309.70,..,..
"Gabi [Taro]","....Agusan del Sur",1926.58,831.10,1493.46,3385.89,2029.13,895.39,1630.65,3498.45,2108.32,777.13,1674.71,3518.00,1896.00,674.00,1751.00,3551.00,1914.00,710.00,..,..
"Gabi [Taro]","....Dinagat Islands",15.60,88.50,57.44,34.73,6.42,112.14,37.66,57.15,9.05,127.32,3.25,8.05,10.94,118.32,4.09,7.13,9.53,134.99,..,..
"Gabi [Taro]","....Surigao del Norte",48.65,143.95,139.20,81.60,21.20,81.03,83.12,78.53,15.86,53.70,12.36,56.85,16.84,34.30,17.05,14.49,25.26,20.88,..,..
"Gabi [Taro]","....Surigao del Sur",140.63,487.23,1294.77,568.50,141.39,686.03,1665.15,469.30,139.50,814.92,0.00,300.33,140.00,114.77,19.81,3.53,139.00,88.00,..,..
"Gabi [Taro]","..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/",308.57,132.19,262.81,313.49,310.59,134.25,263.73,313.62,310.32,136.94,263.01,390.22,309.52,113.45,256.85,365.80,223.21,143.82,..,..
"Gabi [Taro]","....Basilan",15.09,20.49,3.27,42.82,15.99,21.11,3.45,44.73,15.15,21.77,3.00,44.00,14.00,0.00,2.00,41.00,0.00,21.79,..,..
"Gabi [Taro]","....Lanao del Sur",189.70,48.96,137.20,56.32,190.02,48.98,137.25,56.34,190.10,48.99,137.41,131.52,191.00,48.67,136.60,132.80,121.27,50.79,..,..
"Gabi [Taro]","....Maguindanao",26.10,7.10,20.40,25.70,27.20,7.44,20.55,25.80,27.40,7.48,20.60,26.00,26.42,7.00,17.25,4.35,25.20,13.20,..,..
"Gabi [Taro]","....Maguindanao del Norte",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.00,8.00,..,..
"Gabi [Taro]","....Maguindanao del Sur",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.20,5.20,..,..
"Gabi [Taro]","....Sulu",77.00,55.00,101.00,188.00,76.60,56.00,101.50,186.00,77.00,58.00,102.00,188.00,77.50,57.00,101.00,187.00,76.00,58.04,..,..
"Gabi [Taro]","....Tawi-tawi",0.68,0.64,0.94,0.65,0.78,0.72,0.98,0.75,0.67,0.70,0.00,0.70,0.60,0.78,0.00,0.65,0.74,0.00,..,..
"Garlic, dried bulb","..CORDILLERA ADMINISTRATIVE REGION (CAR)",0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.09,..,..
"Garlic, dried bulb","....Abra",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.09,..,..
"Garlic, dried bulb","....Apayao",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"Garlic, dried bulb","....Benguet",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"Garlic, dried bulb","....Ifugao",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"Garlic, dried bulb","....Kalinga",0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"Garlic, dried bulb","....Mountain Province",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"Garlic, dried bulb","..REGION I (ILOCOS REGION)",4571.08,0.00,0.00,0.00,4502.58,0.00,0.00,0.00,4292.40,0.00,0.00,0.00,4160.27,14.82,0.00,0.00,4128.42,24.10,..,..
"Garlic, dried bulb","....Ilocos Norte",4427.08,0.00,0.00,0.00,4376.30,0.00,0.00,0.00,4138.54,0.00,0.00,0.00,4013.97,14.82,0.00,0.00,4006.27,24.10,..,..
